Year,Artist,Title,Reason
2016,The Weeknd,Acquainted,language
2015,The Weeknd,Often,language
2015,The Weeknd,The Hills,language
2021,The Weeknd,Escape From LA,language
2021,The Weeknd,Repeat After Me (Interlude),language
2021,The Weeknd,Snowchild,language
2015,The Weeknd,Earned it (50 shades of Grey),sexual content
2020,The Weeknd,Heartless,language
2016,The Weeknd,I Feel It Coming,"drinking, drugs, partying"
2016,Theory of a Deadman,Blow,language
2018,Thomas Rhett,Marry Me,"drinking, drugs, partying"
2019,Thomas Rhett,Look What God Gave Her,religion
2014,Thomas Rhett,Get Me Some of That,sexual content
2011,Thompson Square,Are You Gonna Kiss Me Or Not,sexual content
2014,Tiesto,Wasted,"drinking, drugs, partying"
2021,Tiesto,The Business,language
2010,Timbaland,Carry Out,sexual content
2015,Timbaland,Cop That Sh*t,language
2011,Timbaland,Pass At Me,language
2014,Timeflies,Monsters,language
2016,Timeflies,Once In A While,language
2015,Timeflies,Worse Things Than Love,sad content
2016,Tinashe,Superlove,language
2015,Tinashe,Player,language
2015,Tinashe,All Hands On Deck (Remix),language
2014,Tinash,2 On,language
2011,Tinie Tempah,Written In The Stars,language
2014,Tinie Tempah,Lover Not a Fighter,sexual content
2011,Tinie Tempah,Till I'm Gone,language
2016,Tinie Tempah,Girls Like,sexual content
2012,Toby Keith,Beers Ago,"drinking, drugs, partying"
2012,Toby Keith,Red Solo Cup,"drinking, drugs, partying"
2021,Tom Grennan,Little Bit of Love,sad content
2021,TOMORROW X TOGETHER,0X1=Lovesong (I Know I Love you),sexual content
2021,Tones And I,Bad Child,sad content
2021,Topic,Breaking Me,language
2015,Tori Kelly,Hollow,sad content
2019,Tory Lanez,Talk to Me,language
2021,Tory Lanez,Broke In A Minute,language
2021,Tory Lanez,Stupid Again,language
2021,Tory Lanez,The Take (feat. Chris Brown),language
2016,Tory Lanez,Luv,sexual content
2015,Tove Lo,Timebomb (Pop Mix),sad content
2015,Tove Lo,Habits (stay high),"drinking, drugs, partying"
2016,Tove Lo,Cool Girl,language
2015,Tove Lo,Talking Body,language
2016,Tove Lo,True Disaster,language
2015,Tove Lo,Moments,language
2012,T-Pain,5 O'Clock,language
2014,T-Pain,Up Down (Do this all Day),language
2012,Train,Drive By,language
2015,Travie Mccoy,Golden,language
2015,Travis Mills,Young & Stupid,language
2019,Travis Scott,Highest in the Room,"drinking, drugs, partying"
2021,Travis Scott,Stargazing,"drinking, drugs, partying"
2019,Travis Scott,goosebumps,language
2019,Travis Scott,Yosemite,language
2016,Travis Scott,Antidote,language
2021,Travis Scott,Franchise (feat. Young Thug & M.I.A.),language
2021,Travis Scott,Sicko Mode,language
2021,Travis Scott,"The Plan - From the Motion Picture ""TENET""",language
2021,Travis Scott,Butterfly effect,sexual content
2020,Travis Scott,Highest in the Room,language
2021,Trevor Daniel,Past Life (with Selena Gomez),sad content
2014,Trey Songz,Na Na,"drinking, drugs, partying"
2012,Trey Songz,Heart Attack,language
2014,Trey Songz,Simply Amazing,sexual content
2011,Trey Songz,Bottoms Up,"drinking, drugs, partying"
2012,Trey Songz,Hail Mary,language
2012,Trinidad James,All Gold Everything,language
2019,Trippie Redd,6 Kiss,language
2019,Trippie Redd,Who Needs Love,language
2021,Trippie Redd,Miss The Rage (feat. Playboi Carti),language
2021,Trippie Redd,Death,language
2021,Trippie Redd,Holy Smokes,language
2021,Twenty One Pilots,Level of Concern,sad content
2021,Twenty One Pilots,Choker,sad content
2016,Twenty One Pilots,Ride,sad content
2021,Twenty One Pilots,Saturday,"drinking, drugs, partying"
2021,Twenty One Pilots,Shy Away,sexual content
2016,Twenty One Pilots,Heathens,violence
2021,TWICE,Alcohol-Free,"drinking, drugs, partying"
2021,TWICE,More & More,sexual content
2021,twocolors,Lovefool,sad content
2021,Ty Dolla $ign,Ego Death,language
2021,Ty Dolla $ign,Spicy (feat. Post Malone),language
2016,Ty Dolla $ign,Blase,language
2014,Ty Dolla $ign,Paranoid,language
2019,Tyga,Floss in the Bank,language
2012,Tyga,Rack City,language
2018,Tyga,Taste,language
2021,Tyga,Ayy Macarena,language
2021,Tyga,Vacation,language
2019,Tyga,Girls Have Fun,language
2012,Tyga,Dope,language
2021,Tyla Yaweh,Tommy Lee (feat. Post Malone),language
2014,Tyler Farr,A guy goes into a bar,"drinking, drugs, partying"
2021,"Tyler, the Creator",EarfQuake,language
2021,"Tyler, the Creator",Lemonhead (feat. 42 Dugg),language
2021,"Tyler, the Creator",Sir Baudelaire (feat. DJ Drama),language
2021,"Tyler, the Creator",Wusyaname (feat. Youngboy Never Broke Again & Ty,language
2021,"Tyler, the Creator",Corso,language
2021,"Tyler, the Creator",Hot Wind Blows(feat. Lil Wayne),language
2021,"Tyler, the Creator",Juggernaut (feat. Lil Uzi Vert & Pharrell Williams),language
2021,"Tyler, the Creator",Lumberjack,language
2021,"Tyler, the Creator",Manifesto (feat. Domo Genesis),language
2021,"Tyler, the Creator",RunItUp (feat. Teezo Touchdown),language
2021,"Tyler, the Creator",Wilshire,language
2012,Usher,Climax,sexual content
2012,Usher,Scream,sexual content
2011,Usher,DJ Got Us Fallin' In Love,"drinking, drugs, partying"
2016,Usher,No Limit,language
2015,Usher,I Don't Mind,language
2014,Usher,She came to Give it to You,sexual content
2012,Usher,Lemme See,sexual content
2021,Vedo,You Got It,language
2011,Waka Flocka Flame,No Hands,language
2012,Waka Flocka Flame,Get Low,language
2019,Wale,On Chill,language
2013,Wale,Bad,language
2011,Wale,That Way,language
2011,Wale,Ambition,language
2015,Wale,The Body,sexual content
2021,Walker Hayes,Fancy Like,sexual content
2021,Wallows,Are You Bored Yet? (feat. Clairo),language
2019,Walter French,Lunch,language
2016,The Weeknd,Starboy,language
2021,WhoHeem,Lets Link,language
2014,Will.I.Am,Feeling Myself,language
2014,Will.I.Am,GEEKIN',language
2014,Will.I.Am,Heartbreaker,language
2014,Will.I.Am,S.O.S.(mother nature),language
2014,Will.I.Am,One More Chance,sexual content
2013,Will.I.Am,Scream and Shout,language
2012,Will.I.Am,T.H.E.[The Hardest Ever],language
2013,Will.I.Am,Fall Down,"drinking, drugs, partying"
2014,Will.I.Am,The Donque Song,language
2021,WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker,language
2014,Wiz Khalifa,We Dem Boyz,language
2012,Wiz Khalifa,"Work Hard, Play Hard",language
2014,Wiz Khalifa,I go Hard,language
2011,Wiz Khalifa,Roll Up,language
2012,Wiz Khalifa,It's Nothing,language
2011,Wiz Khalifa,Black And Yellow,language
2012,Wiz Khalifa,Remember You,language
2021,XXXTENTACION,changes,sad content
2021,XXXTENTACION,Hope,language
2019,XXXTENTACION,bad vibes forever,language
2019,XXXTENTACION,Jocelyn Flores,language
2018,XXXTENTACION,Moonlight,language
2018,XXXTENTACION,SAD!,language
2021,XXXTENTACION,Everybody Dies In Their Nightmares,language
2021,XXXTENTACION,Riot,language
2019,XXXTENTACION,Arms Around You,"drinking, drugs, partying"
2020,Y2K,Lalala,language
2015,Yazz,Drip Drop,sexual content
2018,YG,Big Bank,language
2014,YG,My Hitta,language
2021,Ying Yang Twins,Wait [The Whisper Song],language
2019,YNW Melly,223's (feat. 9lokknine),language
2019,YNW Melly,Murder On My Mind,language
2020,YNW Melly,Suicidal,language
2016,Yo Gotti,Down In The Dm,language
2021,Young Stoner Life,Solid (feat. Drake),language
2021,Young Stoner Life,Diamonds Dancing (feat. Travis Scott),language
2021,Young Stoner Life,Ski,language
2016,Young Thug,Best Friend,language
2019,Young Thug,The London ft. J. Cole & Travis Scott,language
2020,Young Thug,Hot,language
2018,Youngboy Never Broke Again,Outside Today,language
2019,Youngboy Never Broke Again,Valuable Pain,language
2019,YouNotUs,Narcotic ft. Janieck & Senex,"drinking, drugs, partying"
2016,Zac Brown Band,Beautiful Drug,"drinking, drugs, partying"
2019,Zara Larsson,Ruin my Life,language
2016,Zara Larsson,Ain't My Fault,sexual content
2016,Zayn Malik,Like I Would,sexual content
2016,Zayn Malik,PillowTalk,sexual content
2014,Zedd,Stay the Night,sexual content
2016,Zendaya,Something New,sexual content
2014,ZHU,Faded,"drinking, drugs, partying"
2016,ZHU,Working For It,language
